title,description,text,category,priority
Bridge damaged,Bridge damaged near Main Road requires immediate attention,bridge damaged. bridge damaged near main road requires immediate attention,Roads,High
Minor road patch damage,Minor road patch damage near Market Area needs attention,minor road patch damage. minor road patch damage near market area needs attention,Roads,Low
Minor garbage scattered,Minor garbage scattered near Main Road needs cleanup,minor garbage scattered. minor garbage scattered near main road needs cleanup,Sanitation,Low
Street light covered,Street light covered by tree branches near Main Road,street light covered. street light covered by tree branches near main road,Electricity,Low
Minor tap leakage,Minor leakage from tap near Near School needs fixing,mnor tap lekage. minor lakge from tap near nar schol needs fixing,Water,Low
Street light not working,Street light not working near Near School - this is about electricity not water supply,street light not working. street light not working near near school - this is about electricity not water supply,Electricity,Medium
Bridge damaged,Bridge damaged near Ward 2 requires immediate attention,bridge damaged. bridge damaged near ward to requires immediate attention,Roads,High
Small crack on road,Small crack on road near Ward 1 needs repair,small crack on road. small crack on road near ward 1 needs repair,Roads,Low
Live wire exposed,Live electric wire exposed near Sector 7 causing extreme danger,live wire exposed. live electric wire exposed near sector 7 causing extreme danger,Electricity,High
Water leakage,Water leakage near Ward 3 wasting water,water leakage. water leakage near ward 3 wasting water,Water,Medium
Water overflow from tank,Water overflow from tank near Ward 2 wasting water,water overflow from tank. water overflow from tank near ward to wasting water,Water,Medium
Live wire exposed,Live electric wire exposed near Near Hospital causing extreme danger,live wire exposed. live electric wire exposed near near hospital causing extreme danger,Electricity,High
Large pothole causing accidents,Large pothole causing accidents near Market Area needs urgent repair,large pothole casing accidnts. large pothole casing accidnts near market ara neds urgnt repair,Roads,High
Broken footpath,Broken footpath near Bus Stand causing pedestrian inconvenience,broken footpath. broken footpath near bus stand causing pedestrian inconvenience,Roads,Medium
Old electric pole,Old electric pole near Near School needs replacement,old electric pole. old electric pole near near school needs replacement,Electricity,Low
Electric pole damaged,Electric pole damaged near Main Road - this is about electricity not road infrastructure,electric pole damaged. electric pole damaged near main road - this is about electricity not road infrastructure,Electricity,Medium
Loose gravel on road,Loose gravel on road near Bus Stand causing skidding,loose gravel on road. loose gravel on road near bus stand causing skidding,Roads,Medium
Water meter damaged,Water meter damaged near Ward 3 needs replacement,water meter damaged. water meter damaged near ward 3 needs replacement,Water,Low
Broken dustbin lid,Dustbin lid broken near Ward 2 needs repair,broken dstbn lid. dustbin lid broken ner ward to needs repair,Sanitation,Low
Electric sparks during rain,Electric sparks during rain near Sector 5 causing fire risk,electric sparks during rain. electric sparks during rain near sector 5 causing fire risk,Electricity,High
Loose gravel on road,Loose gravel on road near Sector 5 causing skidding,loose gravel on road. loose gravel on road near sector 5 causing skidding,Roads,Medium
Water supply issue,Water supply issue near Ward 3 - this is about water not electricity,water supply issue. water supply issue near ward 3 - this is about water not electricity,Water,Medium
Damaged speed breaker,Speed breaker damaged near Ward 3 needs repair,damaged speed breaker. speed breaker damaged near ward 3 needs repair,Roads,Medium
Mosquito breeding,Mosquito breeding due to stagnant water near Residential Colony,mosquito breeding. mosquito breeding due to stagnant water near residential colony,Sanitation,Medium
Uneven road,Uneven road slowing traffic near Ward 2 needs leveling,uneven road. uneven road slowing traffic near ward to needs leveling,Roads,Medium
Water contamination,Water contamination causing illness near Market Area,water contamination. water contamination causing illness near market area,Water,High
Overflowing dustbin,Overflowing dustbin near Ward 1 needs attention,overflowing dustbin. overflowing dustbin near ward 1 needs attention,Sanitation,Medium
Waste collection delayed,Waste collection delayed by one day near Market Area,waste collection delayed. waste collection delayed by one day near market area,Sanitation,Low
Irregular water supply,Water supply irregular near Sector 7 causing inconvenience,irregular water supply. water supply irregular near sector 7 causing inconvenience,Water,Medium
Broken dustbin lid,Dustbin lid broken near Market Area needs repair,broken dustbin lid. dustbin lid broken near market area needs repair,Sanitation,Low
Wires tangled,Wires tangled near pole near Sector 7 need organization,wires tangled. wires tangled near pole near sector 7 need organization,Electricity,Low
Low water pressure,Low water pressure near Near School affecting daily use,low water pressure. low water pressure near near school affecting daily use,Water,Medium
Old electric pole,Old electric pole near Near School needs replacement,old electric pole. old electric pole near near school needs replacement,Electricity,Low
Minor road patch damage,Minor road patch damage near Sector 5 needs attention,minor road patch damage. minor road patch damage near sector 5 needs attention,Roads,Low
Water supply issue,Water supply issue near Ward 2 - this is about water not electricity,water supply issue. water supply issue near ward to - this is about water not electricity,Water,Low
Water overflow from drain,Water overflow from drain near Residential Colony - this is about sanitation drainage not water supply,water overflow from drain. water overflow from drain near residential colony - this is about sanitation drainage not water supply,Sanitation,High
Water overflow from drain,Water overflow from drain near Market Area - this is about sanitation drainage not water supply,water overflow from drain. water overflow from drain near market area - this is about sanitation drainage not water supply,Sanitation,Medium
